From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P00549	P00549	reviewed	KPYK1_YEAST	Pyruvate kinase 1, PK 1, EC 2.7.1.40 (cell division cycle protein 19)	CDC19 PYK1 YAL038W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	500
P81245	P81245	reviewed	OBP_PIG	Odorant-binding protein, OBP		Sus scrofa (Pig)	157
P0C918	P0C918	reviewed	RUS2_ACIFI	Rusticyanin	rus rusTA	Acidithiobacillus ferridurans	187
P0AG82	P0AG82	reviewed	PSTS_ECOLI	Phosphate-binding protein PstS, PBP	pstS phoS b3728 JW3706	Escherichia coli (strain K12)	346
P68698	P68698	reviewed	TOP1_VACCW	DNA topoisomerase 1B, TopIB, EC 5.6.2.1 (DNA topoisomerase I) (Late protein H6)	TOP1 VACWR104 H6R	Vaccinia virus (strain Western Reserve) (VACV) (Vaccinia virus (strain WR))	314
P12497	P12497	reviewed	POL_HV1N5	Gag-Pol polyprotein (Pr160Gag-Pol) [Cleaved into: Matrix protein p17, MA; Capsid protein p24, CA; Spacer peptide 1, SP1 (p2); Nucleocapsid protein p7, NC; Transframe peptide, TF; p6-pol, p6*; Protease, EC 3.4.23.16 (PR) (Retropepsin); Reverse transcriptase/ribonuclease H, EC 2.7.7.49, EC 2.7.7.7, EC 3.1.26.13 (Exoribonuclease H, EC 3.1.13.2) (p66 RT); p51 RT; p15; Integrase, IN, EC 2.7.7.-, EC 3.1.-.- ]	gag-pol	Human immunodeficiency virus type 1 group M subtype B (isolate NY5) (HIV-1)	1435
P13696	P13696	reviewed	PEBP1_BOVIN	Phosphatidylethanolamine-binding protein 1, PEBP-1 (Basic cytosolic 21 kDa protein) (HCNPpp) [Cleaved into: Hippocampal cholinergic neurostimulating peptide, HCNP ]	PEBP1 PBP PEBP	Bos taurus (Bovine)	187
P23005	P23005	reviewed	CRGF_BOVIN	Gamma-crystallin F (Gamma-F-crystallin) (Gamma-crystallin IVA)	CRYGF	Bos taurus (Bovine)	174
P26827	P26827	reviewed	CDGT_THETU	Cyclomaltodextrin glucanotransferase, EC 2.4.1.19 (Cyclodextrin-glycosyltransferase, CGTase)	amyA	Thermoanaerobacterium thermosulfurigenes (Clostridium thermosulfurogenes)	710
P27616	P27616	reviewed	PUR7_YEAST	Phosphoribosylaminoimidazole-succinocarboxamide synthase, EC 6.3.2.6 (SAICAR synthetase)	ADE1 YAR015W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	306
P11974	P11974	reviewed	KPYM_RABIT	Pyruvate kinase PKM, EC 2.7.1.40 (Pyruvate kinase muscle isozyme) (Threonine-protein kinase PKM2, EC 2.7.11.1) (Tyrosine-protein kinase PKM2, EC 2.7.10.2)	PKM	Oryctolagus cuniculus (Rabbit)	531
P00280	P00280	reviewed	AZUR_ACHDE	Azurin	azu	Achromobacter denitrificans (Alcaligenes denitrificans)	149
P15202	P15202	reviewed	CATA_YEAST	Peroxisomal catalase A, EC 1.11.1.6	CTA1 YDR256C YD9320A.06C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	515
P01990	P01990	reviewed	HBA_ANSIN	Hemoglobin subunit alpha-A (Alpha-A-globin) (Hemoglobin alpha-A chain)	HBAA	Anser indicus (Bar-headed goose) (Anas indica)	142
P02118	P02118	reviewed	HBB_ANSIN	Hemoglobin subunit beta (Beta-globin) (Hemoglobin beta chain)	HBB	Anser indicus (Bar-headed goose) (Anas indica)	146
P27907	P27907	reviewed	NRAM_INBBE	Neuraminidase, EC 3.2.1.18	NA	Influenza B virus (strain B/Beijing/1/1987)	465
P02829	P02829	reviewed	HSP82_YEAST	ATP-dependent molecular chaperone HSP82 (82 kDa heat shock protein) (Heat shock protein Hsp90 heat-inducible isoform)	HSP82 HSP90 YPL240C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	709
P11586	P11586	reviewed	C1TC_HUMAN	C-1-tetrahydrofolate synthase, cytoplasmic, C1-THF synthase (Epididymis secretory sperm binding protein) [Cleaved into: C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed ] [Includes: Methylenetetrahydrofolate dehydrogenase, EC 1.5.1.5; Methenyltetrahydrofolate cyclohydrolase, EC 3.5.4.9; Formyltetrahydrofolate synthetase, EC 6.3.4.3 ]	MTHFD1 MTHFC MTHFD	Homo sapiens (Human)	935
P01834	P01834	reviewed	IGKC_HUMAN	Immunoglobulin kappa constant (Ig kappa chain C region) (Ig kappa chain C region AG) (Ig kappa chain C region CUM) (Ig kappa chain C region EU) (Ig kappa chain C region OU) (Ig kappa chain C region ROY) (Ig kappa chain C region TI)	IGKC	Homo sapiens (Human)	107
P03958	P03958	reviewed	ADA_MOUSE	Adenosine deaminase, EC 3.5.4.4 (Adenosine aminohydrolase)	Ada	Mus musculus (Mouse)	352
P60903	P60903	reviewed	S10AA_HUMAN	Protein S100-A10 (Calpactin I light chain) (Calpactin-1 light chain) (Cellular ligand of annexin II) (S100 calcium-binding protein A10) (p10 protein) (p11)	S100A10 ANX2LG CAL1L CLP11	Homo sapiens (Human)	97
P60953	P60953	reviewed	CDC42_HUMAN	Cell division control protein 42 homolog, EC 3.6.5.2 (G25K GTP-binding protein)	CDC42	Homo sapiens (Human)	191
P56533	P56533	reviewed	AL9A1_GADMC	4-trimethylaminobutyraldehyde dehydrogenase, TMABA-DH, TMABADH, EC 1.2.1.47 (Aldehyde dehydrogenase family 9 member A1, EC 1.2.1.3) (Betaine aldehyde dehydrogenase, BADH)	aldh9A1	Gadus morhua subsp. callarias (Baltic cod) (Gadus callarias)	503
P04891	P04891	reviewed	REGN_BPP22	Probable regulatory protein N	N 24	Salmonella phage P22 (Bacteriophage P22)	100
P10807	P10807	reviewed	ADH_DROLE	Alcohol dehydrogenase, EC 1.1.1.1	Adh	Drosophila lebanonensis (Fruit fly) (Scaptodrosophila lebanonensis)	254
P00709	P00709	reviewed	LALBA_HUMAN	Alpha-lactalbumin (Lactose synthase B protein) (Lysozyme-like protein 7)	LALBA LYZL7	Homo sapiens (Human)	142
P13489	P13489	reviewed	RINI_HUMAN	Ribonuclease inhibitor (Placental ribonuclease inhibitor, Placental RNase inhibitor) (Ribonuclease/angiogenin inhibitor 1, RAI)	RNH1 PRI RNH	Homo sapiens (Human)	461
P03950	P03950	reviewed	ANGI_HUMAN	Angiogenin, EC 3.1.27.- (Ribonuclease 5, RNase 5)	ANG RNASE5	Homo sapiens (Human)	147
P20000	P20000	reviewed	ALDH2_BOVIN	Aldehyde dehydrogenase, mitochondrial, EC 1.2.1.3 (ALDH class 2) (ALDH-E2) (ALDHI)	ALDH2	Bos taurus (Bovine)	520
P00929	P00929	reviewed	TRPA_SALTY	Tryptophan synthase alpha chain, EC 4.2.1.20	trpA STM1727	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	268
P0A2K1	P0A2K1	reviewed	TRPB_SALTY	Tryptophan synthase beta chain, EC 4.2.1.20	trpB STM1726	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	397
P03372	P03372	reviewed	ESR1_HUMAN	Estrogen receptor, ER (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)	ESR1 ESR NR3A1	Homo sapiens (Human)	595
Q06121	Q06121	reviewed	TRPC_SACS2	Indole-3-glycerol phosphate synthase, IGPS, EC 4.1.1.48	trpC SSO0895	Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus)	248
P95339	P95339	reviewed	CY552_NITEU	Cytochrome c-552 (Cytochrome c-551) (Cytochrome c552)	cyt cyt_c552 NE0102	Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC 14298)	103
P02693	P02693	reviewed	FABPI_RAT	Fatty acid-binding protein, intestinal (Fatty acid-binding protein 2) (Intestinal-type fatty acid-binding protein, I-FABP)	Fabp2 Fabpi	Rattus norvegicus (Rat)	132
O34002	O34002	reviewed	PRPC_ABDS2	2-methylcitrate synthase, 2-MCS, MCS, EC 2.3.3.5 (Citrate synthase, EC 2.3.3.16)	gltA cisY	Antarctic bacterium DS2-3R	379
P14223	P14223	reviewed	ALF_PLAFA	Fructose-bisphosphate aldolase, PfAldo, EC 4.1.2.13 (41 kDa antigen)	FBPA	Plasmodium falciparum	369
P02528	P02528	reviewed	CRGE_RAT	Gamma-crystallin E (Gamma-2) (Gamma-E-crystallin) (Gamma-crystallin 3-1)	Cryge	Rattus norvegicus (Rat)	174
P42771	P42771	reviewed	CDN2A_HUMAN	Cyclin-dependent kinase inhibitor 2A (Cyclin-dependent kinase 4 inhibitor A, CDK4I) (Multiple tumor suppressor 1, MTS-1) (p16-INK4a, p16-INK4, p16INK4A)	CDKN2A CDKN2 MTS1	Homo sapiens (Human)	156
P00750	P00750	reviewed	TPA_HUMAN	Tissue-type plasminogen activator, t-PA, t-plasminogen activator, tPA, EC 3.4.21.68 (Alteplase) (Reteplase) [Cleaved into: Tissue-type plasminogen activator chain A; Tissue-type plasminogen activator chain B ]	PLAT	Homo sapiens (Human)	562
P98119	P98119	reviewed	URT1_DESRO	Salivary plasminogen activator alpha 1, EC 3.4.21.68 (DSPA alpha-1)		Desmodus rotundus (Vampire bat)	477
Q03237	Q03237	reviewed	MYBB_CHICK	Myb-related protein B, B-Myb (Myb-like protein 2)	MYBL2 BMYB	Gallus gallus (Chicken)	686
P18316	P18316	reviewed	URE3_KLEAE	Urease subunit gamma, EC 3.5.1.5 (Urea amidohydrolase subunit gamma)	ureA	Klebsiella aerogenes (Enterobacter aerogenes)	100
P18315	P18315	reviewed	URE2_KLEAE	Urease subunit beta, EC 3.5.1.5 (Urea amidohydrolase subunit beta)	ureB	Klebsiella aerogenes (Enterobacter aerogenes)	106
P18314	P18314	reviewed	URE1_KLEAE	Urease subunit alpha, EC 3.5.1.5 (Urea amidohydrolase subunit alpha)	ureC	Klebsiella aerogenes (Enterobacter aerogenes)	567
P63165	P63165	reviewed	SUMO1_HUMAN	Small ubiquitin-related modifier 1, SUMO-1 (GAP-modifying protein 1, GMP1) (SMT3 homolog 3) (Sentrin) (Ubiquitin-homology domain protein PIC1) (Ubiquitin-like protein SMT3C, Smt3C) (Ubiquitin-like protein UBL1)	SUMO1 SMT3C SMT3H3 UBL1 OK/SW-cl.43	Homo sapiens (Human)	101
P28631	P28631	reviewed	HOLB_ECOLI	DNA polymerase III subunit delta', EC 2.7.7.7	holB b1099 JW1085	Escherichia coli (strain K12)	334
O92956	O92956	reviewed	POL_RSVSB	Gag-Pol polyprotein [Cleaved into: Matrix protein p19; p2A; p2B; p10; Capsid protein p27, alternate cleaved 1; Capsid protein p27, alternate cleaved 2; p3; Nucleocapsid protein p12; Protease p15, EC 3.4.23.-; Reverse transcriptase beta-subunit, RT-beta; Reverse transcriptase alpha-subunit, RT-alpha, EC 2.7.7.49, EC 2.7.7.7, EC 3.1.26.4; Integrase, IN, EC 2.7.7.-, EC 3.1.-.- (pp32); p4 ]	gag-pol	Rous sarcoma virus (strain Schmidt-Ruppin B) (RSV-SRB)	1603
P18031	P18031	reviewed	PTN1_HUMAN	Tyrosine-protein phosphatase non-receptor type 1, EC 3.1.3.48 (Protein-tyrosine phosphatase 1B, PTP-1B)	PTPN1 PTP1B	Homo sapiens (Human)	435
P16115	P16115	reviewed	LDH_THEMA	L-lactate dehydrogenase, L-LDH, EC 1.1.1.27	ldh TM_1867	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	319
P0AG30	P0AG30	reviewed	RHO_ECOLI	Transcription termination factor Rho, EC 3.6.4.- (ATP-dependent helicase Rho)	rho nitA psuA rnsC sbaA tsu b3783 JW3756	Escherichia coli (strain K12)	419
P08921	P08921	reviewed	CD2_RAT	T-cell surface antigen CD2 (LFA-2) (LFA-3 receptor) (OX-34 antigen) (T-cell surface antigen T11/Leu-5) (CD antigen CD2)	Cd2	Rattus norvegicus (Rat)	344
Q9Y780	Q9Y780	unreviewed	Q9Y780_COPCI	Laccase 1, EC 1.10.3.2	lcc1	Coprinopsis cinerea (Inky cap fungus) (Hormographiella aspergillata)	539
O95644	O95644	reviewed	NFAC1_HUMAN	Nuclear factor of activated T-cells, cytoplasmic 1, NF-ATc1, NFATc1 (NFAT transcription complex cytosolic component, NF-ATc, NFATc)	NFATC1 NFAT2 NFATC	Homo sapiens (Human)	943
P01038	P01038	reviewed	CYT_CHICK	Cystatin (Egg-white cystatin) (Ovocystatin)		Gallus gallus (Chicken)	139
Q16968	Q16968	unreviewed	Q16968_APLCA	Potassium channel		Aplysia californica (California sea hare)	515
P0ABP8	P0ABP8	reviewed	DEOD_ECOLI	Purine nucleoside phosphorylase DeoD-type, PNP, EC 2.4.2.1	deoD pup b4384 JW4347	Escherichia coli (strain K12)	239
P01903	P01903	reviewed	DRA_HUMAN	HLA class II histocompatibility antigen, DR alpha chain (MHC class II antigen DRA)	HLA-DRA HLA-DRA1	Homo sapiens (Human)	254
P01911	P01911	reviewed	DRB1_HUMAN	HLA class II histocompatibility antigen, DRB1 beta chain (Human leukocyte antigen DRB1, HLA-DRB1)	HLA-DRB1	Homo sapiens (Human)	266
P04233	P04233	reviewed	HG2A_HUMAN	HLA class II histocompatibility antigen gamma chain (HLA-DR antigens-associated invariant chain) (Ia antigen-associated invariant chain, Ii) (CD antigen CD74) [Cleaved into: Class-II-associated invariant chain peptide, CLIP ]	CD74 DHLAG	Homo sapiens (Human)	296
P03332	P03332	reviewed	GAG_MLVMS	Gag polyprotein, Pr65gag (Core polyprotein) [Cleaved into: Matrix protein p15, MA; RNA-binding phosphoprotein p12 (pp12); Capsid protein p30, CA; Nucleocapsid protein p10-Gag, NC-gag ]	gag	Moloney murine leukemia virus (isolate Shinnick) (MoMLV)	538
Q88894	Q88894	reviewed	CAPSD_TRSV	Capsid protein (Coat protein)		Tobacco ringspot virus (TobRV) (TRSV)	515
P48424	P48424	reviewed	THSA_THEAC	Thermosome subunit alpha (Chaperonin subunit alpha) (Thermosome subunit 1)	thsA Ta0980	Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165)	545
P48425	P48425	reviewed	THSB_THEAC	Thermosome subunit beta (Chaperonin subunit beta) (Thermosome subunit 2)	thsB Ta1276	Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165)	543
P25814	P25814	reviewed	RNPA_BACSU	Ribonuclease P protein component, RNase P protein, RNaseP protein, EC 3.1.26.5 (Protein C5)	rnpA BSU41050	Bacillus subtilis (strain 168)	116
P0ACT4	P0ACT4	reviewed	TETR4_ECOLX	Tetracycline repressor protein class D	tetR	Escherichia coli	218
P69829	P69829	reviewed	PTSN_ECOLI	Nitrogen regulatory protein (Enzyme IIA-NTR) (PTS system EIIA component) (Phosphotransferase enzyme IIA component)	ptsN rpoP yhbI b3204 JW3171	Escherichia coli (strain K12)	163
P00214	P00214	reviewed	FER1_AZOVI	Ferredoxin-1 (Ferredoxin I, FdI)	fdxA	Azotobacter vinelandii	107
P35813	P35813	reviewed	PPM1A_HUMAN	Protein phosphatase 1A, EC 3.1.3.16 (Protein phosphatase 2C isoform alpha, PP2C-alpha) (Protein phosphatase IA)	PPM1A PPPM1A	Homo sapiens (Human)	382
Q01532	Q01532	reviewed	BLH1_YEAST	Cysteine proteinase 1, mitochondrial, EC 3.4.22.40 (Bleomycin hydrolase, BLM hydrolase) (Homocysteine-thiolactonase, HTLase, Hcy-thiolactonase) (Leucine aminopeptidase 3) (Y3)	LAP3 BLH1 GAL6 YCP1 YNL239W N1118	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	483
P03322	P03322	reviewed	GAG_RSVP	Gag polyprotein [Cleaved into: Matrix protein p19; p2A; p2B; p10; Capsid protein p27, alternate cleaved 1; Capsid protein p27, alternate cleaved 2; Spacer peptide, SP (p3); Nucleocapsid protein p12; Protease p15, EC 3.4.23.- ]	gag	Rous sarcoma virus (strain Prague C) (RSV-PrC)	701
P01724	P01724	reviewed	LV1B_MOUSE	Ig lambda-1 chain V regions MOPC 104E/RPC20/J558/S104		Mus musculus (Mouse)	129
P0ABD8	P0ABD8	reviewed	BCCP_ECOLI	Biotin carboxyl carrier protein of acetyl-CoA carboxylase, BCCP	accB fabE b3255 JW3223	Escherichia coli (strain K12)	156
P20393	P20393	reviewed	NR1D1_HUMAN	Nuclear receptor subfamily 1 group D member 1 (Rev-erbA-alpha) (V-erbA-related protein 1, EAR-1)	NR1D1 EAR1 HREV THRAL	Homo sapiens (Human)	614
Q30201	Q30201	reviewed	HFE_HUMAN	Hereditary hemochromatosis protein (HLA-H)	HFE HLAH	Homo sapiens (Human)	348
P00221	P00221	reviewed	FER1_SPIOL	Ferredoxin-1, chloroplastic (Ferredoxin I, Fd I)	PETF	Spinacia oleracea (Spinach)	147
P00327	P00327	reviewed	ADH1E_HORSE	Alcohol dehydrogenase E chain, EC 1.1.1.1		Equus caballus (Horse)	375
Q94702	Q94702	reviewed	PPO1_PHYPO	Intron-encoded endonuclease I-PpoI, I-Ppo, EC 3.1.-.-		Physarum polycephalum (Slime mold)	163
P02621	P02621	reviewed	PRVB_MERMR	Parvalbumin beta		Merlangius merlangus (Whiting) (Gadus merlangus)	108
Q58839	Q58839	reviewed	FEN_METJA	Flap endonuclease 1, FEN-1, EC 3.1.-.- (Flap structure-specific endonuclease 1)	fen MJ1444	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	326
P56217	P56217	reviewed	LEG1_RHIAE	Galectin-1, Gal-1		Rhinella arenarum (Argentine common toad) (Bufo arenarum)	134
Q58819	Q58819	reviewed	ENDA_METJA	tRNA-splicing endonuclease, EC 4.6.1.16 (tRNA-intron endonuclease)	endA MJ1424	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	179
P23526	P23526	reviewed	SAHH_HUMAN	Adenosylhomocysteinase, AdoHcyase, EC 3.3.1.1 (S-adenosyl-L-homocysteine hydrolase)	AHCY SAHH	Homo sapiens (Human)	432
P05121	P05121	reviewed	PAI1_HUMAN	Plasminogen activator inhibitor 1, PAI, PAI-1 (Endothelial plasminogen activator inhibitor) (Serpin E1)	SERPINE1 PAI1 PLANH1	Homo sapiens (Human)	402
P02247	P02247	reviewed	HEMTM_THEHE	Myohemerythrin, MHr		Themiste hennahi (Peanut worm) (Themiste zostericola)	118
P01308	P01308	reviewed	INS_HUMAN	Insulin [Cleaved into: Insulin B chain; Insulin A chain ]	INS	Homo sapiens (Human)	110
P17383	P17383	reviewed	VE2_HPV31	Regulatory protein E2	E2	Human papillomavirus 31	372
P06504	P06504	reviewed	CRYGS_BOVIN	Gamma-crystallin S (Beta-crystallin S) (Gamma-S-crystallin)	CRYGS	Bos taurus (Bovine)	178
Q05158	Q05158	reviewed	CSRP2_COTJA	Cysteine and glycine-rich protein 2 (Cysteine-rich protein 2, CRP2)	CSRP2	Coturnix japonica (Japanese quail) (Coturnix coturnix japonica)	194
P12033	P12033	reviewed	KPPR1_CERSP	Phosphoribulokinase 1, PRK I, PRKase 1, EC 2.7.1.19 (Phosphopentokinase 1)	prkA	Cereibacter sphaeroides (Rhodobacter sphaeroides)	290
Q27890	Q27890	reviewed	G3PG_LEIME	Glyceraldehyde-3-phosphate dehydrogenase, glycosomal, GAPDH, EC 1.2.1.12	GAPG	Leishmania mexicana	361
P0AEX9	P0AEX9	reviewed	MALE_ECOLI	Maltose/maltodextrin-binding periplasmic protein (MMBP) (Maltodextrin-binding protein) (Maltose-binding protein, MBP)	malE b4034 JW3994	Escherichia coli (strain K12)	396
P09056	P09056	reviewed	LIF_MOUSE	Leukemia inhibitory factor, LIF (Differentiation-stimulating factor, D factor)	Lif	Mus musculus (Mouse)	203
P20160	P20160	reviewed	CAP7_HUMAN	Azurocidin (Cationic antimicrobial protein CAP37) (Heparin-binding protein, HBP, hHBP)	AZU1	Homo sapiens (Human)	251
P25910	P25910	reviewed	BLAB_BACFG	Metallo-beta-lactamase type 2, EC 3.5.2.6 (B2 metallo-beta-lactamase) (Beta-lactamase II) (Carbapenem and cephamycin resistance, CCRA) (Cephalosporinase) (Imipenem-cefoxitin hydrolyzing enzyme) (Metallo-beta-lactamase type II) (Penicillinase) (Zinc-requiring beta-lactamase)	ccrA cfiA	Bacteroides fragilis	249
O31168	O31168	reviewed	PRXC_KITAU	Non-heme chloroperoxidase, EC 1.11.1.- (Chloride peroxidase) (Chloroperoxidase T, CPO-T)	cpo cpoT	Kitasatospora aureofaciens (Streptomyces aureofaciens)	278
P00149	P00149	reviewed	CYCP_RHOPA	Cytochrome c'	cycA RPA2314	Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009)	146
P19267	P19267	reviewed	HMFB_METFE	DNA-binding protein HMf-2 (Archaeal histone B)	hmfB	Methanothermus fervidus	69
P62942	P62942	reviewed	FKB1A_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP1A, PPIase FKBP1A, EC 5.2.1.8 (12 kDa FK506-binding protein, 12 kDa FKBP, FKBP-12) (Calstabin-1) (FK506-binding protein 1A, FKBP-1A) (Immunophilin FKBP12) (Rotamase)	FKBP1A FKBP1 FKBP12	Homo sapiens (Human)	108
P06632	P06632	reviewed	DKGA_CORSC	2,5-diketo-D-gluconic acid reductase A, 2,5-DKG reductase A, 2,5-DKGR A, 25DKGR-A, EC 1.1.1.346 (AKR5C)	dkgA	Corynebacterium sp. (strain ATCC 31090)	278
P43405	P43405	reviewed	KSYK_HUMAN	Tyrosine-protein kinase SYK, EC 2.7.10.2 (Spleen tyrosine kinase) (p72-Syk)	SYK	Homo sapiens (Human)	635
P07766	P07766	reviewed	CD3E_HUMAN	T-cell surface glycoprotein CD3 epsilon chain (T-cell surface antigen T3/Leu-4 epsilon chain) (CD antigen CD3e)	CD3E T3E	Homo sapiens (Human)	207
P13000	P13000	reviewed	BIOD1_ECOLI	ATP-dependent dethiobiotin synthetase BioD 1, EC 6.3.3.3 (DTB synthetase 1, DTBS 1) (Dethiobiotin synthase 1)	bioD1 b0778 JW0761	Escherichia coli (strain K12)	225
P22894	P22894	reviewed	MMP8_HUMAN	Neutrophil collagenase, EC 3.4.24.34 (Matrix metalloproteinase-8, MMP-8) (PMNL collagenase, PMNL-CL)	MMP8 CLG1	Homo sapiens (Human)	467
P08083	P08083	reviewed	CEAN_ECOLX	Colicin-N	cna	Escherichia coli	387
P49323	P49323	reviewed	PRXC_STRLI	Non-heme chloroperoxidase, EC 1.11.1.- (Chloride peroxidase) (Chloroperoxidase L, CPO-L)	cpo cpoL	Streptomyces lividans	276
P14668	P14668	reviewed	ANXA5_RAT	Annexin A5 (Anchorin CII) (Annexin V) (Annexin-5) (Calphobindin I, CPB-I) (Endonexin II) (Lipocortin V) (Placental anticoagulant protein 4, PP4) (Placental anticoagulant protein I, PAP-I) (Thromboplastin inhibitor) (Vascular anticoagulant-alpha, VAC-alpha)	Anxa5 Anx5	Rattus norvegicus (Rat)	319
P04958	P04958	reviewed	TETX_CLOTE	Tetanus toxin, EC 3.4.24.68 (Tentoxylysin) [Cleaved into: Tetanus toxin light chain, Tetanus toxin chain L; Tetanus toxin heavy chain, Tetanus toxin chain H ]	tetX CTC_p60	Clostridium tetani (strain Massachusetts / E88)	1315
P02787	P02787	reviewed	TRFE_HUMAN	Serotransferrin, Transferrin (Beta-1 metal-binding globulin) (Siderophilin)	TF PRO1400	Homo sapiens (Human)	698
P03367	P03367	reviewed	POL_HV1BR	Gag-Pol polyprotein (Pr160Gag-Pol) [Cleaved into: Matrix protein p17, MA; Capsid protein p24, CA; Spacer peptide 1, SP1 (p2); Nucleocapsid protein p7, NC; Transframe peptide, TF; p6-pol, p6*; Protease, EC 3.4.23.16 (PR) (Retropepsin); Reverse transcriptase/ribonuclease H, EC 2.7.7.49, EC 2.7.7.7, EC 3.1.26.13 (Exoribonuclease H, EC 3.1.13.2) (p66 RT); p51 RT; p15; Integrase, IN, EC 2.7.7.-, EC 3.1.-.- ]	gag-pol	Human immunodeficiency virus type 1 group M subtype B (isolate BRU/LAI) (HIV-1)	1447
P23395	P23395	reviewed	SYM_THET8	Methionine--tRNA ligase, EC 6.1.1.10 (Methionyl-tRNA synthetase, MetRS)	metG metS TTHA1298	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	618
P00489	P00489	reviewed	PYGM_RABIT	Glycogen phosphorylase, muscle form, EC 2.4.1.1 (Myophosphorylase)	PYGM	Oryctolagus cuniculus (Rabbit)	843
P01709	P01709	reviewed	LV208_HUMAN	Immunoglobulin lambda variable 2-8 (Ig lambda chain V-II region BO) (Ig lambda chain V-II region MGC)	IGLV2-8	Homo sapiens (Human)	118
Q51760	Q51760	unreviewed	Q51760_9EURY	Glutaredoxin-like protein		Pyrococcus furiosus	226
P01375	P01375	reviewed	TNFA_HUMAN	Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2, TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment, NTF); Intracellular domain 1, ICD1; Intracellular domain 2, ICD2; C-domain 1; C-domain 2; Tumor necrosis factor, soluble form ]	TNF TNFA TNFSF2	Homo sapiens (Human)	233
Q44532	Q44532	reviewed	FENR_AZOVI	Ferredoxin--NADP reductase, FNR, EC 1.18.1.2 (NADPH:ferredoxin reductase) (Protein X)	fpr	Azotobacter vinelandii	258
P33912	P33912	reviewed	CPOA1_KITAU	Non-heme chloroperoxidase CPO-A1, CPO-A1, EC 1.11.1.- (BPO1) (Bromide peroxidase) (Non-haem bromoperoxidase BPO-A1)	bpoA1	Kitasatospora aureofaciens (Streptomyces aureofaciens)	275
P0A6T5	P0A6T5	reviewed	GCH1_ECOLI	GTP cyclohydrolase 1, EC 3.5.4.16 (GTP cyclohydrolase I, GTP-CH-I)	folE b2153 JW2140	Escherichia coli (strain K12)	222
O31158	O31158	reviewed	PRXC_PSEFL	Non-heme chloroperoxidase, EC 1.11.1.- (Chloride peroxidase) (Chloroperoxidase F, CPO-F)	cpo cpoF	Pseudomonas fluorescens	274
